Year,estimates start after,country,subject descriptor,units,Value,scale,country/series-specific notes
2026,2022,Cambodia,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,9295.35,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."
2026,2022,Cambodia,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,0.08,Units,"See notes for:  Gross domestic product, current prices (National currency)."
2026,2022,Cambodia,Implied PPP conversion rate,National currency per current international dollar,1408.11,Units,"See notes for:  Gross domestic product, current prices (National currency)."
2026,2022,Cambodia,Total investment,Percent of GDP,32.51,Units,Source: National Statistics Office Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2014. Data prior to 2000 are based on a different base year (2000 prices) and estimated by IMF staff using splicing methods to avoid breaks in the data. These estimates continue to serve as proxies for historical series when complete information is unavailable. Chain-weighted: No Primary domestic currency: Cambodian riel Data last updated: 09/2024
2026,2022,Cambodia,Gross national savings,Percent of GDP,28.94,Units,Source: National Statistics Office Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2014. Data prior to 2000 are based on a different base year (2000 prices) and estimated by IMF staff using splicing methods to avoid breaks in the data. These estimates continue to serve as proxies for historical series when complete information is unavailable. Chain-weighted: No Primary domestic currency: Cambodian riel Data last updated: 09/2024
2026,2022,Cambodia,"Inflation, average consumer prices",Index,214.64,Units,Source: National Statistics Office Latest actual data: 2023 Harmonized prices: No Base year: 2006. October-December 2006=100 Primary domestic currency: Cambodian riel Data last updated: 09/2024
2026,2022,Cambodia,"Inflation, average consumer prices",Percent change,3.25,Units,"See notes for:  Inflation, average consumer prices (Index)."
2026,2022,Cambodia,"Inflation, end of period consumer prices",Index,218.14,Units,Source: National Statistics Office Latest actual data: 2023 Harmonized prices: No Base year: 2006. October-December 2006=100 Primary domestic currency: Cambodian riel Data last updated: 09/2024
2026,2022,Cambodia,"Inflation, end of period consumer prices",Percent change,3.25,Units,"See notes for:  Inflation, end of period consumer prices (Index)."
2026,2022,Cambodia,Volume of imports of goods and services,Percent change,7.4,Units,"Source: National Statistics Office Latest actual data: 2023 Base year: 2010 Methodology used to derive volumes: Deflation by unit value indexes (from customs data) Formula used to derive volumes: Other Chain-weighted: No Trade System: General trade Excluded items in trade: Does not include cross border trade Oil coverage: Secondary or refined products; Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Cambodian riel Data last updated: 09/2024"
2026,2022,Cambodia,Volume of Imports of goods,Percent change,7.39,Units,"Source: National Statistics Office Latest actual data: 2023 Base year: 2010 Methodology used to derive volumes: Deflation by unit value indexes (from customs data) Formula used to derive volumes: Other Chain-weighted: No Trade System: General trade Excluded items in trade: Does not include cross border trade Oil coverage: Secondary or refined products; Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Cambodian riel Data last updated: 09/2024"
2026,2022,Cambodia,Volume of exports of goods and services,Percent change,7.05,Units,"Source: National Statistics Office Latest actual data: 2023 Base year: 2010 Methodology used to derive volumes: Deflation by unit value indexes (from customs data) Formula used to derive volumes: Other Chain-weighted: No Trade System: General trade Excluded items in trade: Does not include cross border trade Oil coverage: Secondary or refined products; Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Cambodian riel Data last updated: 09/2024"
2026,2022,Cambodia,Volume of exports of goods,Percent change,6.85,Units,"Source: National Statistics Office Latest actual data: 2023 Base year: 2010 Methodology used to derive volumes: Deflation by unit value indexes (from customs data) Formula used to derive volumes: Other Chain-weighted: No Trade System: General trade Excluded items in trade: Does not include cross border trade Oil coverage: Secondary or refined products; Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Cambodian riel Data last updated: 09/2024"
2026,2022,Cambodia,Population,Persons,17.53,Millions,Source: National Statistics Office Latest actual data: 2022 Primary domestic currency: Cambodian riel Data last updated: 09/2024
2026,2022,Cambodia,General government revenue,National currency,33843.55,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2023 Fiscal assumptions: Historical fiscal and monetary data are from the Cambodia authorities. Projections are based on staff's assumptions given discussions with the authorities. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash General government includes: Central Government; Local Government; Valuation of public debt: Face value Instruments included in gross and net debt: Loans Primary domestic currency: Cambodian riel Data last updated: 09/2024
2026,2022,Cambodia,General government revenue,Percent of GDP,14.75,Units,See notes for:  General government revenue (National currency).
2026,2022,Cambodia,General government total expenditure,National currency,38451.88,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2023 Fiscal assumptions: Historical fiscal and monetary data are from the Cambodia authorities. Projections are based on staff's assumptions given discussions with the authorities. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash General government includes: Central Government; Local Government; Valuation of public debt: Face value Instruments included in gross and net debt: Loans Primary domestic currency: Cambodian riel Data last updated: 09/2024
2026,2022,Cambodia,General government total expenditure,Percent of GDP,16.76,Units,See notes for:  General government total expenditure (National currency).
2026,2022,Cambodia,General government net lending/borrowing,National currency,-4608.33,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2023 Fiscal assumptions: Historical fiscal and monetary data are from the Cambodia authorities. Projections are based on staff's assumptions given discussions with the authorities. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash General government includes: Central Government; Local Government; Valuation of public debt: Face value Instruments included in gross and net debt: Loans Primary domestic currency: Cambodian riel Data last updated: 09/2024
2026,2022,Cambodia,General government net lending/borrowing,Percent of GDP,-2.01,Units,See notes for:  General government net lending/borrowing (National currency).
2026,2022,Cambodia,General government primary net lending/borrowing,National currency,-4216.58,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2023 Fiscal assumptions: Historical fiscal and monetary data are from the Cambodia authorities. Projections are based on staff's assumptions given discussions with the authorities. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash General government includes: Central Government; Local Government; Valuation of public debt: Face value Instruments included in gross and net debt: Loans Primary domestic currency: Cambodian riel Data last updated: 09/2024
2026,2022,Cambodia,General government primary net lending/borrowing,Percent of GDP,-1.84,Units,See notes for:  General government primary net lending/borrowing (National currency).
2026,2022,Cambodia,General government gross debt,National currency,60990.9,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2023 Fiscal assumptions: Historical fiscal and monetary data are from the Cambodia authorities. Projections are based on staff's assumptions given discussions with the authorities. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash General government includes: Central Government; Local Government; Valuation of public debt: Face value Instruments included in gross and net debt: Loans Primary domestic currency: Cambodian riel Data last updated: 09/2024
2026,2022,Cambodia,General government gross debt,Percent of GDP,26.59,Units,See notes for:  General government gross debt (National currency).
2026,2022,Cambodia,"Gross domestic product corresponding to fiscal year, current prices",National currency,229412.0,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2023 Fiscal assumptions: Historical fiscal and monetary data are from the Cambodia authorities. Projections are based on staff's assumptions given discussions with the authorities. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash General government includes: Central Government; Local Government; Valuation of public debt: Face value Instruments included in gross and net debt: Loans Primary domestic currency: Cambodian riel Data last updated: 09/2024
2026,2022,Cambodia,Current account balance,U.S. dollars,-1.99,Billions,"Source: Central Bank Latest actual data: 2023 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6) Primary domestic currency: Cambodian riel Data last updated: 09/2024"
2026,2022,Cambodia,Current account balance,Percent of GDP,-3.57,Units,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars)."
2027,2022,Cambodia,"Gross domestic product, constant prices",National currency,180270.46,Billions,Source: National Statistics Office Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2014. Data prior to 2000 are based on a different base year (2000 prices) and estimated by IMF staff using splicing methods to avoid breaks in the data. These estimates continue to serve as proxies for historical series when complete information is unavailable. Chain-weighted: No Primary domestic currency: Cambodian riel Data last updated: 09/2024
2027,2022,Cambodia,"Gross domestic product, constant prices",Percent change,6.1,Units,"See notes for:  Gross domestic product, constant prices (National currency)."
2027,2022,Cambodia,"Gross domestic product, current prices",National currency,250430.67,Billions,Source: National Statistics Office Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2014. Data prior to 2000 are based on a different base year (2000 prices) and estimated by IMF staff using splicing methods to avoid breaks in the data. These estimates continue to serve as proxies for historical series when complete information is unavailable. Chain-weighted: No Primary domestic currency: Cambodian riel Data last updated: 09/2024
2027,2022,Cambodia,"Gross domestic product, current prices",U.S. dollars,60.69,Billions,"See notes for:  Gross domestic product, current prices (National currency)."
2027,2022,Cambodia,"Gross domestic product, current prices",Purchasing power parity; international dollars,176.03,Billions,"See notes for:  Gross domestic product, current prices (National currency)."
2027,2022,Cambodia,"Gross domestic product, deflator",Index,138.92,Units,"See notes for:  Gross domestic product, constant prices (National currency) Gross domestic product, current prices (National currency)."
2027,2022,Cambodia,"Gross domestic product per capita, constant prices",National currency,10183326.59,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons)."
2027,2022,Cambodia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,8285.46,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons)."
2027,2022,Cambodia,"Gross domestic product per capita, current prices",National currency,14146617.37,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."
2027,2022,Cambodia,"Gross domestic product per capita, current prices",U.S. dollars,3428.24,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."
2027,2022,Cambodia,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,9943.63,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."
2027,2022,Cambodia,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,0.08,Units,"See notes for:  Gross domestic product, current prices (National currency)."
2027,2022,Cambodia,Implied PPP conversion rate,National currency per current international dollar,1422.68,Units,"See notes for:  Gross domestic product, current prices (National currency)."
2027,2022,Cambodia,Total investment,Percent of GDP,32.51,Units,Source: National Statistics Office Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2014. Data prior to 2000 are based on a different base year (2000 prices) and estimated by IMF staff using splicing methods to avoid breaks in the data. These estimates continue to serve as proxies for historical series when complete information is unavailable. Chain-weighted: No Primary domestic currency: Cambodian riel Data last updated: 09/2024
2027,2022,Cambodia,Gross national savings,Percent of GDP,28.99,Units,Source: National Statistics Office Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2014. Data prior to 2000 are based on a different base year (2000 prices) and estimated by IMF staff using splicing methods to avoid breaks in the data. These estimates continue to serve as proxies for historical series when complete information is unavailable. Chain-weighted: No Primary domestic currency: Cambodian riel Data last updated: 09/2024
2027,2022,Cambodia,"Inflation, average consumer prices",Index,221.08,Units,Source: National Statistics Office Latest actual data: 2023 Harmonized prices: No Base year: 2006. October-December 2006=100 Primary domestic currency: Cambodian riel Data last updated: 09/2024
2027,2022,Cambodia,"Inflation, average consumer prices",Percent change,3.0,Units,"See notes for:  Inflation, average consumer prices (Index)."
2027,2022,Cambodia,"Inflation, end of period consumer prices",Index,224.69,Units,Source: National Statistics Office Latest actual data: 2023 Harmonized prices: No Base year: 2006. October-December 2006=100 Primary domestic currency: Cambodian riel Data last updated: 09/2024
2027,2022,Cambodia,"Inflation, end of period consumer prices",Percent change,3.0,Units,"See notes for:  Inflation, end of period consumer prices (Index)."
2027,2022,Cambodia,Volume of imports of goods and services,Percent change,7.48,Units,"Source: National Statistics Office Latest actual data: 2023 Base year: 2010 Methodology used to derive volumes: Deflation by unit value indexes (from customs data) Formula used to derive volumes: Other Chain-weighted: No Trade System: General trade Excluded items in trade: Does not include cross border trade Oil coverage: Secondary or refined products; Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Cambodian riel Data last updated: 09/2024"
2027,2022,Cambodia,Volume of Imports of goods,Percent change,7.47,Units,"Source: National Statistics Office Latest actual data: 2023 Base year: 2010 Methodology used to derive volumes: Deflation by unit value indexes (from customs data) Formula used to derive volumes: Other Chain-weighted: No Trade System: General trade Excluded items in trade: Does not include cross border trade Oil coverage: Secondary or refined products; Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Cambodian riel Data last updated: 09/2024"
2027,2022,Cambodia,Volume of exports of goods and services,Percent change,7.13,Units,"Source: National Statistics Office Latest actual data: 2023 Base year: 2010 Methodology used to derive volumes: Deflation by unit value indexes (from customs data) Formula used to derive volumes: Other Chain-weighted: No Trade System: General trade Excluded items in trade: Does not include cross border trade Oil coverage: Secondary or refined products; Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Cambodian riel Data last updated: 09/2024"
2027,2022,Cambodia,Volume of exports of goods,Percent change,6.93,Units,"Source: National Statistics Office Latest actual data: 2023 Base year: 2010 Methodology used to derive volumes: Deflation by unit value indexes (from customs data) Formula used to derive volumes: Other Chain-weighted: No Trade System: General trade Excluded items in trade: Does not include cross border trade Oil coverage: Secondary or refined products; Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Cambodian riel Data last updated: 09/2024"
2027,2022,Cambodia,Population,Persons,17.7,Millions,Source: National Statistics Office Latest actual data: 2022 Primary domestic currency: Cambodian riel Data last updated: 09/2024
2027,2022,Cambodia,General government revenue,National currency,36991.4,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2023 Fiscal assumptions: Historical fiscal and monetary data are from the Cambodia authorities. Projections are based on staff's assumptions given discussions with the authorities. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash General government includes: Central Government; Local Government; Valuation of public debt: Face value Instruments included in gross and net debt: Loans Primary domestic currency: Cambodian riel Data last updated: 09/2024
2027,2022,Cambodia,General government revenue,Percent of GDP,14.77,Units,See notes for:  General government revenue (National currency).
2027,2022,Cambodia,General government total expenditure,National currency,41861.65,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2023 Fiscal assumptions: Historical fiscal and monetary data are from the Cambodia authorities. Projections are based on staff's assumptions given discussions with the authorities. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash General government includes: Central Government; Local Government; Valuation of public debt: Face value Instruments included in gross and net debt: Loans Primary domestic currency: Cambodian riel Data last updated: 09/2024
2027,2022,Cambodia,General government total expenditure,Percent of GDP,16.72,Units,See notes for:  General government total expenditure (National currency).
2027,2022,Cambodia,General government net lending/borrowing,National currency,-4870.25,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2023 Fiscal assumptions: Historical fiscal and monetary data are from the Cambodia authorities. Projections are based on staff's assumptions given discussions with the authorities. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash General government includes: Central Government; Local Government; Valuation of public debt: Face value Instruments included in gross and net debt: Loans Primary domestic currency: Cambodian riel Data last updated: 09/2024
2027,2022,Cambodia,General government net lending/borrowing,Percent of GDP,-1.95,Units,See notes for:  General government net lending/borrowing (National currency).
2027,2022,Cambodia,General government primary net lending/borrowing,National currency,-4413.08,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2023 Fiscal assumptions: Historical fiscal and monetary data are from the Cambodia authorities. Projections are based on staff's assumptions given discussions with the authorities. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash General government includes: Central Government; Local Government; Valuation of public debt: Face value Instruments included in gross and net debt: Loans Primary domestic currency: Cambodian riel Data last updated: 09/2024
2027,2022,Cambodia,General government primary net lending/borrowing,Percent of GDP,-1.76,Units,See notes for:  General government primary net lending/borrowing (National currency).
2027,2022,Cambodia,General government gross debt,National currency,66309.8,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2023 Fiscal assumptions: Historical fiscal and monetary data are from the Cambodia authorities. Projections are based on staff's assumptions given discussions with the authorities. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash General government includes: Central Government; Local Government; Valuation of public debt: Face value Instruments included in gross and net debt: Loans Primary domestic currency: Cambodian riel Data last updated: 09/2024
2027,2022,Cambodia,General government gross debt,Percent of GDP,26.48,Units,See notes for:  General government gross debt (National currency).
2027,2022,Cambodia,"Gross domestic product corresponding to fiscal year, current prices",National currency,250430.67,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2023 Fiscal assumptions: Historical fiscal and monetary data are from the Cambodia authorities. Projections are based on staff's assumptions given discussions with the authorities. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash General government includes: Central Government; Local Government; Valuation of public debt: Face value Instruments included in gross and net debt: Loans Primary domestic currency: Cambodian riel Data last updated: 09/2024
2027,2022,Cambodia,Current account balance,U.S. dollars,-2.14,Billions,"Source: Central Bank Latest actual data: 2023 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6) Primary domestic currency: Cambodian riel Data last updated: 09/2024"
2027,2022,Cambodia,Current account balance,Percent of GDP,-3.52,Units,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars)."
2028,2022,Cambodia,"Gross domestic product, constant prices",National currency,191116.81,Billions,Source: National Statistics Office Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2014. Data prior to 2000 are based on a different base year (2000 prices) and estimated by IMF staff using splicing methods to avoid breaks in the data. These estimates continue to serve as proxies for historical series when complete information is unavailable. Chain-weighted: No Primary domestic currency: Cambodian riel Data last updated: 09/2024
2028,2022,Cambodia,"Gross domestic product, constant prices",Percent change,6.02,Units,"See notes for:  Gross domestic product, constant prices (National currency)."
2028,2022,Cambodia,"Gross domestic product, current prices",National currency,273110.41,Billions,Source: National Statistics Office Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2014. Data prior to 2000 are based on a different base year (2000 prices) and estimated by IMF staff using splicing methods to avoid breaks in the data. These estimates continue to serve as proxies for historical series when complete information is unavailable. Chain-weighted: No Primary domestic currency: Cambodian riel Data last updated: 09/2024
2028,2022,Cambodia,"Gross domestic product, current prices",U.S. dollars,66.01,Billions,"See notes for:  Gross domestic product, current prices (National currency)."
2028,2022,Cambodia,"Gross domestic product, current prices",Purchasing power parity; international dollars,190.04,Billions,"See notes for:  Gross domestic product, current prices (National currency)."
2028,2022,Cambodia,"Gross domestic product, deflator",Index,142.9,Units,"See notes for:  Gross domestic product, constant prices (National currency) Gross domestic product, current prices (National currency)."
2028,2022,Cambodia,"Gross domestic product per capita, constant prices",National currency,10689136.11,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons)."
2028,2022,Cambodia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,8697.0,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons)."
2028,2022,Cambodia,"Gross domestic product per capita, current prices",National currency,15275026.78,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."
2028,2022,Cambodia,"Gross domestic product per capita, current prices",U.S. dollars,3691.67,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."
2028,2022,Cambodia,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,10628.83,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."
2028,2022,Cambodia,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,0.08,Units,"See notes for:  Gross domestic product, current prices (National currency)."
2028,2022,Cambodia,Implied PPP conversion rate,National currency per current international dollar,1437.13,Units,"See notes for:  Gross domestic product, current prices (National currency)."
2028,2022,Cambodia,Total investment,Percent of GDP,32.51,Units,Source: National Statistics Office Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2014. Data prior to 2000 are based on a different base year (2000 prices) and estimated by IMF staff using splicing methods to avoid breaks in the data. These estimates continue to serve as proxies for historical series when complete information is unavailable. Chain-weighted: No Primary domestic currency: Cambodian riel Data last updated: 09/2024
2028,2022,Cambodia,Gross national savings,Percent of GDP,29.14,Units,Source: National Statistics Office Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2014. Data prior to 2000 are based on a different base year (2000 prices) and estimated by IMF staff using splicing methods to avoid breaks in the data. These estimates continue to serve as proxies for historical series when complete information is unavailable. Chain-weighted: No Primary domestic currency: Cambodian riel Data last updated: 09/2024
2028,2022,Cambodia,"Inflation, average consumer prices",Index,227.71,Units,Source: National Statistics Office Latest actual data: 2023 Harmonized prices: No Base year: 2006. October-December 2006=100 Primary domestic currency: Cambodian riel Data last updated: 09/2024
2028,2022,Cambodia,"Inflation, average consumer prices",Percent change,3.0,Units,"See notes for:  Inflation, average consumer prices (Index)."
2028,2022,Cambodia,"Inflation, end of period consumer prices",Index,231.43,Units,Source: National Statistics Office Latest actual data: 2023 Harmonized prices: No Base year: 2006. October-December 2006=100 Primary domestic currency: Cambodian riel Data last updated: 09/2024
2028,2022,Cambodia,"Inflation, end of period consumer prices",Percent change,3.0,Units,"See notes for:  Inflation, end of period consumer prices (Index)."
2028,2022,Cambodia,Volume of imports of goods and services,Percent change,7.2,Units,"Source: National Statistics Office Latest actual data: 2023 Base year: 2010 Methodology used to derive volumes: Deflation by unit value indexes (from customs data) Formula used to derive volumes: Other Chain-weighted: No Trade System: General trade Excluded items in trade: Does not include cross border trade Oil coverage: Secondary or refined products; Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Cambodian riel Data last updated: 09/2024"
2028,2022,Cambodia,Volume of Imports of goods,Percent change,7.2,Units,"Source: National Statistics Office Latest actual data: 2023 Base year: 2010 Methodology used to derive volumes: Deflation by unit value indexes (from customs data) Formula used to derive volumes: Other Chain-weighted: No Trade System: General trade Excluded items in trade: Does not include cross border trade Oil coverage: Secondary or refined products; Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Cambodian riel Data last updated: 09/2024"
2028,2022,Cambodia,Volume of exports of goods and services,Percent change,7.32,Units,"Source: National Statistics Office Latest actual data: 2023 Base year: 2010 Methodology used to derive volumes: Deflation by unit value indexes (from customs data) Formula used to derive volumes: Other Chain-weighted: No Trade System: General trade Excluded items in trade: Does not include cross border trade Oil coverage: Secondary or refined products; Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Cambodian riel Data last updated: 09/2024"
2028,2022,Cambodia,Volume of exports of goods,Percent change,7.17,Units,"Source: National Statistics Office Latest actual data: 2023 Base year: 2010 Methodology used to derive volumes: Deflation by unit value indexes (from customs data) Formula used to derive volumes: Other Chain-weighted: No Trade System: General trade Excluded items in trade: Does not include cross border trade Oil coverage: Secondary or refined products; Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Cambodian riel Data last updated: 09/2024"
2028,2022,Cambodia,Population,Persons,17.88,Millions,Source: National Statistics Office Latest actual data: 2022 Primary domestic currency: Cambodian riel Data last updated: 09/2024
2028,2022,Cambodia,General government revenue,National currency,40607.05,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2023 Fiscal assumptions: Historical fiscal and monetary data are from the Cambodia authorities. Projections are based on staff's assumptions given discussions with the authorities. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash General government includes: Central Government; Local Government; Valuation of public debt: Face value Instruments included in gross and net debt: Loans Primary domestic currency: Cambodian riel Data last updated: 09/2024
2028,2022,Cambodia,General government revenue,Percent of GDP,14.87,Units,See notes for:  General government revenue (National currency).
2028,2022,Cambodia,General government total expenditure,National currency,45768.5,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2023 Fiscal assumptions: Historical fiscal and monetary data are from the Cambodia authorities. Projections are based on staff's assumptions given discussions with the authorities. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash General government includes: Central Government; Local Government; Valuation of public debt: Face value Instruments included in gross and net debt: Loans Primary domestic currency: Cambodian riel Data last updated: 09/2024
2028,2022,Cambodia,General government total expenditure,Percent of GDP,16.76,Units,See notes for:  General government total expenditure (National currency).
2028,2022,Cambodia,General government net lending/borrowing,National currency,-5161.45,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2023 Fiscal assumptions: Historical fiscal and monetary data are from the Cambodia authorities. Projections are based on staff's assumptions given discussions with the authorities. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash General government includes: Central Government; Local Government; Valuation of public debt: Face value Instruments included in gross and net debt: Loans Primary domestic currency: Cambodian riel Data last updated: 09/2024
2028,2022,Cambodia,General government net lending/borrowing,Percent of GDP,-1.89,Units,See notes for:  General government net lending/borrowing (National currency).
2028,2022,Cambodia,General government primary net lending/borrowing,National currency,-4630.97,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2023 Fiscal assumptions: Historical fiscal and monetary data are from the Cambodia authorities. Projections are based on staff's assumptions given discussions with the authorities. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash General government includes: Central Government; Local Government; Valuation of public debt: Face value Instruments included in gross and net debt: Loans Primary domestic currency: Cambodian riel Data last updated: 09/2024
2028,2022,Cambodia,General government primary net lending/borrowing,Percent of GDP,-1.7,Units,See notes for:  General government primary net lending/borrowing (National currency).
2028,2022,Cambodia,General government gross debt,National currency,72294.38,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2023 Fiscal assumptions: Historical fiscal and monetary data are from the Cambodia authorities. Projections are based on staff's assumptions given discussions with the authorities. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash General government includes: Central Government; Local Government; Valuation of public debt: Face value Instruments included in gross and net debt: Loans Primary domestic currency: Cambodian riel Data last updated: 09/2024
2028,2022,Cambodia,General government gross debt,Percent of GDP,26.47,Units,See notes for:  General government gross debt (National currency).
